Brand,Model_Info,Additional_Description,Locality,City,State,Price
1, iphone 8 superb condition, 10100000 5s 16gb whitecolour 101006100 101006200 1010014000 earpods phone 101005400 condition 101006100 101006200 1010014000 earpods phone 10100126200 1010014700 10100126200 10100235600 ready use time 101007400 8000slightly negotiable interested customer contact,552,13,5,24999
1, iphone name112 32gb gold mint condition 1 year old, 10100122600 available,902,8,2,11000
1, name0name554brandnewnewwithwarranty, vivo v 11pro 7 month old mint condiction perfact condiction bill box charger,286,4,0,8500
1, phoen 6s 32gb, phone 6s 32gb one year old piece charger bill,617,1,3,12000
0, name233 9n 4 128 gb, nice phones phones,1180,13,5,10000
1, name0 xs max 256 name182 name103, 101006600 galaxy s10 excellent condition 101006100 box accessories including two case spider skin phone excellent condition,888,4,0,73100
2, name271 name666 plus, 101005100 good condition bill box charger earphone 15 years old,634,8,2,4300
1, name0 6 32gb name103 excellent conditionwith original accessories, 4gb ram 32gb internal display little damaged working condition good 1 year old mobile charger available,628,12,7,15999
1, name0 6s name1442, good fucher,740,4,0,12500
1, name0 7 128gb black matt color, description,6,4,0,21000
1, name87 6 32gb, vivo v9 101004900 10100195600 10100184800 color bill accessories best camera quality full 101008200 touch glass changed 5 months old 8285o276o7,928,8,2,11999
1, name87 phones models available name61 name62 accessories name1094, totally fresh like new box charger fone sell exchange,90,0,1,12000
1, name54 iphone 11 red 128gb open box 12 months name114 name61, 101008400 note 5 101004900 6gb ram charger earphone fully working exchange higher phone,474,13,5,69000
0, name233 name671 name248 name42 5 months old brand new condition boxbill, 10100195000 ali789,958,8,2,11000
1, pune new iphone 6 16gb model, urgent want sell,832,15,5,13999
1, iphone 6s 128gb fulkit, sell 1010029200 bill deat 25082019 bill price 23999 nice phone problam,917,0,1,18000
1, name0 7 32 gb name248 name42 name54 mobile box full kit, 10100243100 fully good condition scratches updated latest ios 124ipod apple usb cable,772,2,6,35000
1, name0 xs 64gb name103 name201 id name147 rest 100 name536, iphone 6s plus available cash delivery new seal packed mobile phone,503,15,5,48900
1, name0 7 32gb, 10100000 7 32gb good condition cheep n best price mat black pice charger available,121,1,3,16000
1, name87 iphone name414 name229 256gb, good condition 6 gb ram 128 gb memory 1010011400 close bill date 21062018,806,2,6,110000
3, lg q name2066 4gb 64 gb, full 101008200 tough problem ok mobile,564,8,2,12500
1, iphone 7128gbbrand new condition, 10100000 7plus 32gb 1010010300 colour brand new condition¶¶ seller warranty 2month colours available without scratch new original kit√√ available 9791137412 10100241600 interested person call 10100000 models available best price 10100000 5s 666s6s77 88x models available 16gb32gb64gb128gb256gb available models available starting price 7000 1010062600 location 10100241700 10100241800 10100241900 back side√¶√√ nearby 10100241700 100feet road,526,2,6,28000
1, name0 7plus 128gb jet black, redmi a2 4gb64gb9999 black colo sealpack bill fix rate redmi a3 464gb12799bluegrey redmi a3 6128gb15799 whitegrey redmi k20pro 8256gb30999red 101004500 k20 pro 6128gb26499black redmi k20 6128gb22999red color 101004500 7a 232gb5999 colour 101004500 7a 216gb5799 colour redmi7 232gb7299 color redmi7 332gb8399 color redmi y2 464gb8499all color address 1010097200 telecom 30mangalya complex oppbrts bus stop anjali circle paldivasna ahmedabad time10 to130 4 930,508,0,1,29500
1, name87 name0 xs name229 256gb name103 name41 name227 name18 name8 break name1898, 2018 model h a1,288,8,2,65200
1, name87 name0 8 64gb brand name54 condition name61 accessories, 101008700 10100000 se bill box accessories 400 apple devices available 1010095300 card emi available prices fixed follow page 1010077400 insta olx profile 10100158800 1010023900,193,15,5,29900
1, 7plus 8plus x xs max xr available, 10100000 1010023400 32 gb 10100151900 1010015600 1010010300 1 101003500 1010024300 1010012400 1010011400 full 101006200 1010016500 9747933777 നിങ്ങളുടെ പഴയ 101006600 1010031900 മൊബൈലോ അതിനു തുല്യമായ മൊബൈലോ exchange ചെയ്തു ഇത് വെറും 3000 രൂപയ്ക്ക് നേടൂ 10100148000 10100148100 model iphone smartphones servicing സെക്കന്റ് മൊബൈൽ വിൽക്കുന്നതിനും വാങ്ങുന്നതിനും exchange ചെയ്യുന്നതിനും വിളിക്കുക സെക്കന്റ് മൊബൈലുകളുടെ കൂടുതൽ വിവരങ്ങൾ അറിയാൻ ഫേസ്ബുക്ക് പേജ് സന്ദർശിക്കുക 10100148000 mobile store 10100148100 second mobile 1010011500 ലഭിക്കാൻ നിങ്ങളുടെ പഴയ മൊബൈൽ exchange ചെയ്തു second മൊബൈലിന്റെ ബാക്കി വരുന്ന തുകക്ക് തുല്യമായ പുതിയ മൊബൈൽ നിങ്ങളുടെ ലോകാലിറ്റിയിൽ നിന്നും emi ഇൽ എടുത്തു box piece ആയി തന്നാൽ second mobile ലഭിക്കുന്നതാണ് downpayment ഇല്ലെങ്കിൽ നിങ്ങളുടെ പഴയ മൊബൈൽ purchase ചെയ്ത് downpayment ചെയ്യാനുള്ള സൗകര്യം ലഭ്യമാകുന്നു,1118,11,4,15000
1, apple phone 8 prices, loaded allnew dual 12mp cameras 101008700 10100000 7 one colourful smartphones brand every bit 10100000 7 powerful looks device powered quadcore 234 ghz dualcore 1010010900 11 ghz dualcore 1010011000 processor paired 2 gb ram,733,15,5,20000
1, name2671 name0, 1010041900 10100600 phone 16 gb memory use condition 3g phone,464,0,1,43000
1, phone xs max 256gb silver 11 day used, scratch less 10100000 64gb storage mint condition available immediately,910,13,5,66500
1, phone 6 16gb, 10100000 128 gb space 1010018300 box invoice original accessories great condition available 1010099700 1010099800 iphone get original charger original earphonesbill also included hurry,158,0,1,7500
1, iphone name234 64gb n f gold good condition, brand 101005400 condition used well comes 101006100 accessories 1010011300 offers available store instant 1010010200 used 10100149800 1010095300 10100102200 accepted 1010011500 10100159300 many gadgets available store come visit us 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp call 10100159400 8oo 8oo info,193,15,5,14900
0, name2778 8c good connect kit missing urgent money mobile, description,484,2,6,7000
1, name0 4s white color, 101006600 galaxy on7,427,8,2,2500
1, name0 xs name229 64gb flawless condition, good condition phone sale,1141,2,6,61000
0, name233 10 name1482 3 name182 32 name182 name117 fixed price, 10100000 xr 128gb 3month old bill box accessories available 1010011300 one puls 7 nd 7 pro,909,10,7,7999
1, amazing offer name87 name0 model, 101005100 phone,211,11,4,12000
1, name0 7 jet black 256 name182, apple samsung product availble us dont think buy easily best quiality fabulous phone best working conditions accessories prepaid services available,444,15,5,24000
1, name0 xs max warrenty, 101004500 6a brand new scratchless condition back cover box urgent sell,551,13,5,62999
1, phone 11 red colour 64 gb, 101008700 10100000 64gb red cover box invoice,871,4,0,60000
1, iphone 7plus 128gb name75 name103 fresh mobile, 101008700 10100000 10100144200 1010023500 like 101005400,74,11,4,33500
0, name233 7x name739 name753 excellent condition name61 box accessories, 6ram 64rom 101006100 101006200 10100100200 100 condition hai problem 1010033800 pass wale dur hai,492,0,1,7200
1, box bill original charger, contact 944841o633,807,1,3,35000
1, name123 8 plus best name355 processing models, vivo 1010044900 new piease sealed box opening call 9895833883,1179,11,4,19500
0, name233 name671 464gb name72 condition, good condition,979,8,2,14500
1, name0 7 128gb black color, 101005400 mobile urgent sell fix 101007400 4g volte,480,4,0,22000
0, name54 phone name233 play, one 101009200 1010016300,915,8,2,12500
1, name414 max 64 gb, 10100000 x 64 gb good condition original accessories,618,11,4,61000
1, name87 iphone name234 64gb brand new condition, phone good condition comes 101006100 10100171300 instant 1010010200 1010024300 phone 1010083100 1723 rs 10100169600 1010054300 10100169700 10100164200 10100158600 10100159200 01,388,15,5,15990
1, name0 xs max 256gb 9 months old, 10100000 xs max 256gb silver 1010015300 condition comes accessories bill box exchange dealers low ballers stay away,297,1,3,73700
1, name414 max 256gb name120 12months name114, 10100000 1010041400 1010022900 64gb brand new condition √√ gold colour available √√ seller warranty 2month 1010062600 name 10100242500 garage 10100241700 full new kit available scratches dent interested guys call 101005100 9791137412 10100241600 1010062600 location vadapalani 100feet road 10100000 exchange models available,789,2,6,78000
0, name233 9 name1482, checkout hot latest 101005800 1010063400 1010015500 101004500 3s 1010063900 101005800 phone 1010035600 10100104000 10100104100 brand 1010015500 model 101004500 3s 1010063900 screen size 5 type 101005800 phone sim type dual 1010037600 101001900 capacity 4100 ah 101001900 1010021500 4 g volte 1010035400 101001400 256 gb includes 1010093700 10100148300 1010014000 secondary 101001600 5 1010021200 ram 3 gb 101001600 unit 13 1010021200 operating 10100500 10100600 101001500 memory 32 gb display type ips lcd 10100105200 1 10100105300 101005800 phone 1010011400 yes 1010011400 type 6 months seller 1010011400 10100148400 available 1010010000 size,1173,11,4,6300
1, name87 xr accessories, 1010042100 c 101009200,1043,0,1,21650
1, phone se 32 gb original charger bill, 101006600 galaxy 1010070200 4gb ram 64gb storage 7 months old accessories,300,4,0,8000
1, name0 xs name229 64gb, 10100121900 use old mobile phone sell best price cash payment exchange offer best way old mobile phone sell best price cash payment free pick service best price cash payment exchange offer best price,578,0,1,70000
1, iphone 6s 16 gb color name1 4g volte original charger bill, 10100000 6s 16gb colour grey 4g volte original charger bill available14years oldno scratchesprice negotiablethank,198,1,3,12850
1, iphone name234 32gb name103 name346 display name423 touch ios 131 update box bill, iphone 1010023400 32gb 1010010300 1010034600 display 1010042300 touch ios 131 update box bill 1010014000 almost one year old excellent condition interested buyers call exchange negotiable fixed price sms people plz call u like buy ok,708,1,3,15499
1, name87 phone 6, 101006600 galaxy m30s 6gb128gb new launch white blue colour availa 1010067400 m30s 464gb13999whiteblue sealpack bill fix rate 63super amoled 1010097100 infinity display 4gb ram 64gb rom 6000mah big bettary 4885mp triple camera 16mp selfee launching today address 1010097200 telecom ele 30 mangalya complex opp brts bus stop anjali circle paldivasna ahdtime10 130 4 930,31,0,1,13000
1, name0 xr brand name54 64 name182, get 3 months warranty used phone bill box charger earphone 1010052200 conditions good new fixed prices don’t negotiate located 1010052300 1010052400 part 1,428,4,0,45000
1, name2959 new xs 64gb warranty, 101008700 iphone 101003800 greenpurpleredwhite brand new sealed physical dual sim warranty bill cards accepted 65k,1064,2,6,55100
1, name0 6s 16 gb, selling 101006600 note 8 1010055700 earphone charger box,654,8,2,10000
1, name0 7 32gb black, 1010012300 7 1010041200 brand new condition √√with original accessories available scratch dent exchange yet used √√interested call 1010095400 shop doubts call 9791157412 saravanan 1010095300 debit 1010037800 accepted 1010011500 available 1010011400 available √√shop location vadapalani 101008700 10100000 macbook ipad mobile 1010097600 done,711,2,6,32000
1, iphone 7 plus 32gb name355 condition, 101008700 10100000 6s 32gb accessories 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,193,15,5,25900
1, name0 6 32 gb name119 name183 one name35 name243 10 back name1603, want good change another phone,797,8,2,18000
1, phone 6s 64 gb, 101006100 box charger earphone accessories available cod available,313,4,0,11000
1, iphone 7 32gb, bill box good condition phone,124,1,3,17000
1, cod available name0 models brand new sealed pack repace, iphone 6 space grey excellent condition original charger cabel scratch dent good battery back interested call,746,2,6,17999
1, name0 6 16gb, urgent selling 10100000 6 16gb mobile interested call msg,141,1,3,12000
1, name0 6s 64gb grey colour, one plus 101006700 8gb 101004600 128 101004700 two 10100248800 used full kit 10 10100248800 1010011400 excellent condition bargain fixed 101007400 10100248900 means call,1070,2,6,19000
1, name0 7 sell excellent condition, 10100600 mobile,534,15,5,24999
1, 6s icloud locked, 15 months old original accessories new condition fault everything good condition,975,8,2,11999
1, iphone name234 name92 32 gb name269 23000₹ selling price 1 month warr, 101006600 1010031900 blackblue 6gb128 freshsealed box bill 26500 whatsapp90207onethreefourfivenine,319,11,4,23000
1, iphone 8 name92 64gb name119 grey brand new condition, 101005100 excellent condition 1 4000 10100106300 battery 2 101001100 625 3 excellent condition like new 4 miui 9 5 64 gb memory 6 04 gb ram 7 full 101008200 display 8 1010029000 unibody body design 9 dual wifi system 10 wi fi 25 gh 5gh exists 10100112500 serious buyer,704,8,2,34000
1, iphone name234 64gb good condition, phone good condition comes 101006100 10100171300 instant 1010010200 1010024300 phone 1010083100 1723 rs 10100169600 1010054300 10100169700 10100164200 10100158600 10100159200 01,73,15,5,15900
2, name271 k8 plus, 1010012000 packed accessories brand new 7 days unused urgent sell serious buyer call msg,1093,8,2,4100
1, name0 5 se, looks excellent 101008700 iwatch 1010025100 2 42mm instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,444,15,5,11500
2, name271 k8 plus, 101004500 1010017700 pro flame red 8256gb full kit mobile one month used 11 month warranty left pls contact interestedprice fix fix fix bargain,596,13,5,4999
1, name87 name0 7 name92 256gb name103 sale, 101008700 iphone models bill box accessories details plz call whatsapp number,467,15,5,38000
1, name2953 7 plus, iphone x64 gb space gray colour full box kit interested guys ping 10100141900 condition,1011,2,6,23000
1, name0 6 32gb space grey 4g volte bill charger available, 10100000 6 32gb space grey 4g volte bill qnd original charger available13years oldprice negotiableno scratchesthank,864,1,3,12900
1, name51 sale, 1gb ram 16rom 1010018700 4inch 1440mah 8mp rear 12mp selphy good condition,1008,15,5,12500
1, name0 6s name753, get 3 months warranty used phone bill box charger earphone 1010052200 conditions good new fixed prices don’t negotiate located 1010052300 1010052400 part 1,376,4,0,13500
1, iphone xs max 64gbbrand new, 1010034000 10100300 6 3900 excellent condition 6inch fhd display 1010018700 lte 101003300 1010037600 3gb ram 32gb inbuilt good 101001900 backup 101005100 1010014000 lg 1010075100 3700 excellent condition 5 5inch fhd display 3gb ram 32gb rom good 101001900 backup 101005100 1010014000 call 8248754521,1018,2,6,62000
1, name87 name424 name251 5 44mm gps 1 year name87 name552 name114, 101006600 1010011600 101009200 128gb 1010059900 1010011400 brand 101005400 condition 7 8 101003500 1010059900 1010011400 1010071400 101006100 10100107400 74000 100 like 101005400 condition full accessories 1010012400 101006100 offer 1010022600 101009900 1010074500 phone 1010010000 phone 1010054600 1010010000 front back glass protection photos 1010097300 1010011300 1010097400 extra exchange discount available 1010011500 available 1010095300 card accepted bajaj financerv available 1010097500 card financeon spot approval documents finance spot approval 1010097600 provided delivery doorstep available500 token basiswhich refundable product varies description service 1010011400 available doorstep need visit store warranty claimexecutive pick deviceresolve issueredilver yousame day 1 week return policyyou free visit apple 101006600 oneplus care centre verify deviceif thing change defective product return accepted full refund provided 100 quality assurance purchased products delivery booking device photos detailswarranty claim whatsapp olx number call visit time 10 1010043500 10 1010043600 — 100 fixed rate — 1010062500’t call 1010022300 second hand 1010063400 new devices see photos 1010097700 101007400 1010063400 ↓↓↓ follow olx see 1010097800 101005400 1010097900 profile name 1010098000 iworld 2 branchesahmedabad 1010098100 1010098200 details call 1010038400 direct call olx num 101003600 1010098000 1010098700 1010083100 410 1010060100 city centre 1010098500 roadnrsachin towersatelliteahmedabad380015,700,0,1,43700
1, name87 iphone 6, complete time pass bil box charging available,510,0,1,7500
1, one plus x 3gb 16gb 16gb dual name355 condition, excellent condition 101006100 accessories 1010011300 offers available 1010095300 10100102200 accepted 1010011500 10100159300 visit us 1723 rs 10100169600 1010054300 10100169700 10100164200 opposite 10100170600 10100164200 near 10100170700 1010023000 10100158600 10100159200 01,681,15,5,6500
1, new phone best offer model 35 discount cash delivery, 1010026900 top models phone 101006100 1010010200 delivery,328,11,4,12500
1, name0 7 black colour 32gb, hello apna 101006600 1010034900 sell kar rha hu ye ek dum brand new phone hai ek bar bhi use nahi hua hai bill 17000 ka hai koi interested hai muje call kare,714,4,0,17000
0, name233 smart phone, v11pro clour purple good candison,135,8,2,4000
1, name0 xs name229 64gb flawless condition, 101006600 101009100 1010011700 10100253000 2gb 101004600 32gb memory 5month old 7month warranty available,1059,2,6,62000
1, phone 6 silver 32gb, 101006100 box accessories,216,13,5,10500
1, name0 xs max 256 gb 11 months old still warranty 75000, 1010040800 desire 816 octa core mobile back case charger,501,10,7,75000
1, name0 6s 32 gb warranty, even single scratch full kitmobile earphoneschargerusb cablebillbox,656,1,3,18000
1, name0 7plus 128gb red limited edition 12yr bill accessories, 10100000 7plus 128gb red limited edition 12yr bill accessories box urgent sale need upgrade heavy bargainers stay away,647,1,3,27000
1, name0 7 32 name248 name42 name156 name61, samsung 1010031900 6gb 128gb 15 month old original bill charger earphones,639,0,1,15900
0, name2591 9lite name54 conditionsin warranty one scratches, brand new 1010052600 packed 464gb ip68 water dust resistant 1010067800 scanner 1010022600 charging 1010067900 tuned akg mrp 62500 best price 39999,300,4,0,5500
1, ahmedabad new iphone name420 16gb model, 3 1010024200 replacement 1010011400 6 months 1010094200 101008500 1010011400 original 10100121400 1010053800 complete 101006200 accessories 1010011300 slightly negotiable models also available,50,0,1,4499
3, name583 plus 9 month used, iphone 7 128 gb 1010018000 101004200 excellent condition 1010025600 1010089000 use,619,11,4,22000
1, name0 name234 name92 32gb mint condition, description,330,10,7,21000
2, name271 p1 urgent sale, 1010076400 sale,328,11,4,3500
1, iphone 6s 16gb, iphone 6 32gb warantty billboxchargerhensfree full accesorise orignal shop 10 days warantty,132,0,1,10000
1, name0 7plus 32gb gold, looks lot better pictures 10 months old 1010074600 black phone good condition scratches broken stuff youll get original charger tampered glass black case,145,10,7,31000
1, name0 6 name164 condition, nice phone one hand use screch screen body dont shear 101005100 picture one,910,13,5,9899
1, iphone 8 64gb gold, 101008700 10100000 7 32gb excellent condition 101006100 accessories phone good condition absolutely 10100141900 fully 10100162500 1010052200 device comes 101006100 101006200 accessories 1010011300 offers available store please visit value phone ask value call 1010095300 10100102200 accepted 1010011500 10100159300 accept payments via phonepe 101003600 pay 10100134400 please feel free come visit us amazing deals 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp 01 call us 10100159400 8oo 8oo,193,15,5,30900
1, name0 xs max 512gb black warranty, brand new seal pack iphone 7 128gb brand new 1 year global warranty fix price bargaining call 9987 37 1038,910,13,5,74000
1, like new 256 gb iphone xs max space gray us name62 accessories, bumper sale best prices week stock clearance best prices new imported iphones whole gurgaon totally factory unlocked 10100000 6 16gb 12300 10100000 6 32gb 13000 10100000 6 64gb 13800 10100000 6s 64gb 16000 10100000 7 32gb 21000 10100000 7 128gb 24000 100 percent original product imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty optional reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy whatsapp 9910350507,293,8,2,74999
1, name0 6 name148, seal pack new phone,378,4,0,13000
1, name87 name0 excellent performance latest models name1202 name85 c, problem,145,17,7,23000
1, 3 months old name87 name0 xr 128gb 45900, brand 101005400 1010012000 pack 101006000 5 3gb 32gb phone brand 101005400 never used 1010011300 offers available store please visit value phone ask value call 1010095300 10100102200 accepted 1010011500 10100159300 accept payments via phonepe 101003600 pay 10100134400 please feel free come visit us amazing deals 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp 01 call us 10100159400 8oo 8oo,640,15,5,45900
1, name0 664 gb, phone condition warranty guarantee,176,13,5,13000
1, iphone 7 name453, 101006600 1010064200 101004900 101004200 664gb 10100141900 device 101006100 1010014000 10100141900 device 1010011500 10100163900 available 1010095300 10100102200 101008900 photos uploaded u may look 1010011300 facilities available store vaulation u visit store 1010019100 price best deals available 1010083100 store 10100164000 1010062600 4 10100121200 10100164100 101006600 service center beside kd 5 near 10100121200 10100164200 10100163600 1010017000 free ask queries mentioned 10100164300,831,15,5,36500
1, name0 7s black 2gb 32gb varient urgent sale, special gift everyone,455,11,4,20000
1, name87 name0 5 32gb accessories, deadh phone sale 1010037500 xperia sp 10100166900 white,162,15,5,7500
1, name0 xs 64 gb silver variant, description,1088,2,6,60000
1, name0 7 golad calar 32 gb, 64gb scratchless flawless selling looking upgrade 11 101004900 1010022900,578,0,1,17000
1, name0 x 256gm good condition, 10100000 x256gb 1year old box charger earphones,435,1,3,49000
1, iphone xr 128gb bill box accoceries name174, 101005100 phone,187,13,5,50000
1, name87 2018 name0 x 64gb accessories, 1010035500 condition 8 gb 101004600 128gb 101001400 1010074600 101004200 color original silicone case costing 1000 101008900 box dash charger,1119,13,5,42000
1, name0 7 name180 name42 128 gb, 10100000 7 1010018000 101004200 128 gb 101006200 accessories,884,1,3,25000
1, name87 name0 6 64gb storage accs bill nice, urgent sale genuine buyers,640,15,5,11900
1, name0 name2848 64gb mobile condition good, description,996,10,7,20000
1, phone 7plus 128gb, rarely used box anaccessories available,923,1,3,28000
1, brand new iphone 11 pro 256gb greeen colour, 10100000 6s 32 gb 1010094600 accessories,896,4,0,108000
1, name0 xs max 64gb sealed pack1 year apple warranty emiexchange, 10100000 7 plus 32gb box charger excellent condition problems neatly maintained,53,10,7,77900
2, name271 k6 power 4gb ram bill box charger, 1010027100 k6 power usage 1 half year bills box charger without damage,647,1,3,9000
3, lg name503 7with 2gb ram 16 gb rom, description,371,13,5,2800
1, used xs 64gb bought name734 bill, perfect condition phone bought 14th 1010067700 box contents original bill,72,13,5,73000
1, name0 7 plus 32gb, 10100000 new ultimate condition sale price starts 7499 flawless 10100000 fresh condition 1010095300 cards accepted interested call visit store 10100226600 101005100 10100243000,697,2,6,28000
1, refurbished name87 name0 xsmax 64gb 4gb allclours available stock, 101008700 101006600 models available good price yes available order whatsapp 7617733563,47,11,4,12100
1, urgent sale name0 x name119 name183 256 gb, 10100214300 mi 101007200 good condition,330,10,7,60000
1, name0 6 64gb gold colour 4g volte originak charger bill, 10100000 6 64gb gold colour 4g volte original charger bill available13years oldprice negotiablethank,864,1,3,13000
1, phone xs 64 gb 9 month old, box accessories,897,1,3,64000
1, name0 xsmax, brand new phone sealed pack 1010017700 6gb rom 64gb internal 20mp popup selfie camera 1010011300 offer available call whatsaap,873,4,0,68000
1, name123 name234 64gb gold color, 101006600 galaxy 101005800 watch 42mm brand 101005400 available 10100102200 accepted 12k,1065,2,6,19000
1, name0name234brandnewnewwith, phone x mint condition absolutely new phone earphones original fast charger genuine buyer contact pls,286,4,0,17500
1, name0 original earphone sell r exchange, 10100000 earphones excellent condition exchange mobile,91,1,3,2500
1, name0 6s 64gb name119 name183, 1010099900 101008500 purchased scratchless almost new 1010060400 smartphone passport silver 101006900 bill box original accesories whatsapp android apps working flawlessly,819,13,5,10500
1, name87 name0 xs max 256gb, 101006100 box charger earphone accessories available,493,4,0,70000
2, honor name1408 32gb superb condition, original parts mobile phone charger box bill 5 months old,193,15,5,6900
1, name0 7plus 128gb, 1010054600 phone 11,572,4,0,30000
2, used lenovo p1m name1032 phone sale, phone x white bill box ver good condition fixed price 45000,545,10,7,5555
1, name0 xs max, excellent condition single owner box accessories bill intact flawless condition screen guard back screen guard,377,4,0,69999
1, phone 7 32gb 1 year old bill charger, 101006600 1010031900 one month used phone charger earphone box bill,354,4,0,16000
1, hi old mobile phone sell best price cash, vivo 101008300 5 months use brand new condition 128 gbmobile boxchargerand bill available device,260,0,1,11000
1, name87 iphone matte black, 10100000 7 plus 128gb accessoriesboxbill required 1010016400 condition even singal problem phone best part charger camera recently changed premium 101008700 store interested ping dm,996,1,3,26999
1, name0 6 64gb space grey, close 10100222100 10100214400 station 1010011300 offers available 1010095300 10100161600 cards also accepted fixed price 1010020400 128gb 8gb ram gifting condition 1010082300 2020 101008500 1010011400 rs 24998 find x 256gb 8gb ram 10100222000 scratches rs 26498 1010044300 101004900 128gb gifting condition 1010051400 2019 101008500 1010011400 rs 19498 1010066000 101004900 128gb 6gb gifting condition 1010023600 2019 101008500 1010011400 rs 16998 1010066000 101004900 128gb 6gb 98 condition 1010082300 2020 101008500 1010011400 rs 15498 10100224900 64gb 4gb gifting condition 1010013000 2020 101008500 1010011400 rs 11298 10100225000 2018 64gb 4gb ram 10100222000 scratches rs 7198 1010065900 101009200 64gb 4gb ram 10100222000 scratches rs 6198 10100225100 7 16gb 10100222000 scratches rs 3798 1010011500 10100163900 available 1010095300 10100102200 see olx profile ads 93 23 22 34 56 contact,61,13,5,10000
1, name0 7 32gb name1, 101008700 10100000 5 32gb accessories 101006100 1010095300 1010037800 emi available prices fixed 400 101008700 products available 1010095400 fbinsta 10100103000 olx profile 10100158800 1010023900,640,15,5,24999
1, iphone 4s 16 gb fix price, one hand use,279,0,1,2400
1, phone 6s gold 32 gb, 101005100 death display tuch work pannum 10100252000 iruku 800 rs,99,2,6,12500
1, iphone 6128gbexcellent condition, 1010095300 card 1010011500 available models 1010012300 5s xs max brand new condition original accessories available scratch dent exchange yet used interested call 1010095400 shop doubts call 7845593133 10100242600 ₹ 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile 1010097600 done,527,2,6,17000
1, name0 7plus 128gb golden colour fixed price, 10100000 7plus 128gb golden colour 1010028000 working finger sensor working,897,1,3,23000
1, name0 new 7 32gb, like new condition scratches screen guard protected neptune blue,764,2,6,22500
1, phone 6, gionee p5l working one small scratch,582,10,7,15500
1, name0 xs name229 256gb silver like new untouched earpods name2278, oneplus 3t carefully used like new original charger box bill,128,13,5,75000
1, iphone name234 16gb rose gold awesome condition, 101008700 10100000 8 256 gigs accessories bill box 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,183,15,5,12900
1, name0 7plus 32gb available, 8month old full kit available exchange,676,2,6,28000
1, name0 6s plus, vivo v 15 pro 7 month old urgent hai acessory bill box charger n,929,8,2,18500
1, hurry grab best deals iphones 7 8 full kitt, 10100000 top letast model high dafinition bill iphone top model,502,16,1,15500
1, name0 6 32gb storage perfect condition, 1010012300 7 32gb ££low price model brand new condition ££with original accessories available scratch dent exchange yet used interested call 1010095400 shop doubts ££you call 9791157412 saravanan 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile ££services done,148,2,6,13600
1, eight plus, 101006600 galaxy 1010032600 101009200 1286gb ram 11 years used accessories available bill box best condition single scratch screen back side clean 101007400 slightly negotiable 1010011300 available equivalent smartphones serious buyers,889,15,5,50000
1, name0 xr 128 gb coral colour 35 months used new condition, 101008700 10100000 5s red 64gb bill box accessories discounted price 12800 400 apple devices available 1010095300 card emi available prices fixed 10100166700 view profile check available iphones iphones available store prices fixed 1010011500 credit card available 1010095300 cards accepted visit profile apple ads 1010095400 fbinsta page 10100158800 1010023900 10100118300 10100158900 10100159100 10100158200 10100158600 411042,503,15,5,41900
1, name0 xs 256gb, best offres available seal packed mobile one year warranty free 1010040400 delivery available india cash delivery available details contact 101007800,328,11,4,68000
2, 1 years old, realme 2 pro blue color 8gb ram 128gb internal 16mp 2mp camera upto 64mp 4 month old scratch dent like new showroom condition,1007,4,0,2200
1, 1 year old name87 name0 6 name92 name103 16gb, 8mp primary camera touch focus geotagging face smile detection hdr photo panorama phase detection autofocus ois dualled dualtone flash 12mp front facing camera 1397 centimeters 55inch 1010034600 101008200 capacitive touchscreen 1080 x 1920 pixels resolution ios v8 operating system 14ghz 1010015000 chip 1010034700 motion dual core processor 1gb ram 16gb internal memory single sim 2915mah lithiumion battery,601,1,3,20000
1, name0 6s warranty, 10100000 6s warranty box original charger 4months old phone interested people pin 99726517five 8 urgent reasons selling personal problem little bubbles one screen problem fine little dents sides problem,1150,1,3,25000
